tc;test #;kp;kd;ki;ess_step;IAE;ITAE;Kr;Tn;Tv;PR;RT;P-Eng;S-Eng;Eng-rel;osc_p;osc_s;parameter_code;eng-diff;mr_lll_RT;mr_lll_EngS;mr_lll_osc;mr_IAE;mr_PR;total_one
tc100;18;6.666666666666667;0.0666666666666666;493.8271604938272;0.8695652173913044;0.045;0.0010799999999999;0.15;0.0135;0.01;1.246;0.057;634119212.594;2121678412161.975;0.0002988762146794;1;1;lll;-1130538657878.419;1.0;0.0;1.0;1.0;0.0;3.0
tc100;190;14.285714285714285;0.7857142857142857;1360.5442176870747;0.9345794392523364;0.1362442659343871;0.0098999999999999;0.07;0.0105;0.055;1.003;0.131;215333277.356;499907924418.015;0.0004307458770666;1;1;hlh;491231829865.541;;;;;;
tc100;191;7.142857142857142;0.5714285714285714;285.71428571428567;0.8771929824561403;0.179284291400159;0.0171428571428571;0.14;0.025;0.08;1.0;0.201;140563173.082;424712543710.027;0.0003309607290006;1;3;llh;566427210573.529;;;;;;
tc100;192;20.0;0.5;380.95238095238096;0.9523809523809523;0.2430277761902947;0.0314999999999999;0.05;0.0525;0.025;1.168;0.173;157156704.537;104233698942.092;0.0015077341218055;1;1;hll;886906055341.464;;;;;;
tc100;193;10.0;0.4;344.8275862068965;0.9090909090909091;0.1615549442140351;0.01392;0.1;0.029;0.04;1.069;0.122;214093509.541;377934601526.891;0.0005664829541302;1;1;lll;613205152756.665;1.0;1.0;1.0;0.0;0.0;3.0
tc100;194;Jun.25;0.15625;186.56716417910448;0.8620689655172414;0.1085234709636583;0.0062812499999999;0.16;0.0335;0.025;1.089;0.092;292819524.496;829531290469.586;0.0003529939471363;1;1;lll;161608463813.96997;1.0;1.0;1.0;0.0;0.0;3.0
tc100;195;3.333333333333333;0.2666666666666666;222.22222222222223;0.7692307692307692;0.0948683298050513;0.0048;0.3;0.015;0.08;1.0;0.213;173677236.421;3373853906459.034;5.147740276735329e-05;29;111;lll;-2382714152175.478;0.0;0.0;0.0;1.0;1.0;2.0
tc100;196;7.692307692307692;0.3076923076923076;530.5039787798407;0.8849557522123894;0.1001921231358111;0.0053538461538461;0.13;0.0145;0.04;1.011;0.1;275535780.516;938076323838.711;0.0002937242669002;1;1;lll;53063430444.84497;1.0;1.0;1.0;0.0;1.0;4.0
tc100;197;7.692307692307692;0.0384615384615384;452.48868778280536;0.8849557522123894;0.0383556233967569;0.0007846153846153;0.13;0.017;0.005;1.372;0.057;747588374.42;2087663204065.157;0.0003580981707031;1;1;lll;-1096523449781.601;1.0;0.0;1.0;1.0;0.0;3.0
tc100;198;10.0;0.55;215.05376344086025;0.9090909090909091;0.2398827838757921;0.0306899999999999;0.1;0.0465;0.055;1.047;0.17;150402832.882;246954500424.065;0.0006090305405397;1;3;lll;744185253859.491;0.0;1.0;1.0;0.0;1.0;3.0
tc100;199;20.0;0.1;8000.0;0.9523809523809523;0.0237170824512628;0.0003;0.05;0.0025;0.005;1.522;0.052;3017655003.857;18290239972855.01;0.0001649871739428;1;1;hhl;-17299100218571.455;;;;;;
tc100;19;7.142857142857142;0.4285714285714285;134.77088948787062;0.8771929824561403;0.2260688896269074;0.0272571428571428;0.14;0.053;0.06;1.029;0.178;147492824.596;364577363134.911;0.000404558372269;1;3;lll;626562391148.645;0.0;1.0;1.0;0.0;1.0;3.0
tc100;1;3.333333333333333;0.1833333333333333;1666.6666666666667;0.7692307692307692;0.0287228132326901;0.00044;0.3;0.002;0.055;0.93;0.24;3717894168.274;155997807483531.25;2.3832989887800182e-05;31;31;lhl;-155006667729247.7;;;;;;
tc100;200;4.545454545454546;0.0227272727272727;89.12655971479502;0.819672131147541;0.0510681363029291;0.001390909090909;0.22;0.051;0.005;1.137;0.07;410762475.533;1454099575254.245;0.0002824857956933;1;1;lll;-462959820970.6891;1.0;0.0;1.0;1.0;0.0;3.0
tc100;201;7.142857142857142;0.0;408.1632653061224;div0;0.001390909090909;0.001390909090909;0.14;0.0175;0.0;1.456;0.056;928636035.175;2554793766074.096;0.0003634876707101;1;1;lll;-1563654011790.54;1.0;0.0;1.0;1.0;0.0;3.0
tc100;202;4.3478260869565215;0.108695652173913;2173.9130434782605;0.8130081300813008;0.0221162934232345;0.0002608695652173;0.23;0.002;0.025;1.035;0.106;4655111429.384;146903261808619.34;3.168827820479931e-05;15;15;lhl;-145912122054335.78;;;;;;
tc100;203;6.666666666666667;0.0;143.36917562724014;div0;0.0002608695652173;0.0002608695652173;0.15;0.0465;0.0;1.254;0.072;441050475.699;1017590374612.08;0.0004334263439423;1;1;lll;-26450620328.523926;1.0;0.0;1.0;1.0;0.0;3.0
tc100;204;4.545454545454546;0.1818181818181818;75.75757575757576;0.819672131147541;0.156669890360128;0.013090909090909;0.22;0.06;0.04;1.032;0.138;197983992.67;775983240069.044;0.0002551395216375;1;3;lll;215156514214.5121;0.0;1.0;1.0;0.0;1.0;3.0
tc100;205;Jun.25;0.15625;189.39393939393935;0.8620689655172414;0.107710549622588;0.0061875;0.16;0.033;0.025;1.089;0.092;294600308.089;837377476459.079;0.0003518130310057;1;1;lll;153762277824.47705;1.0;1.0;1.0;0.0;0.0;3.0
tc100;206;14.285714285714285;0.7857142857142857;1020.408163265306;0.9345794392523364;0.1573213272255227;0.0132;0.07;0.014;0.055;1.014;0.132;201389645.602;368260318015.804;0.0005468676252904;1;1;hlh;622879436267.752;;;;;;
tc100;207;6.666666666666667;0.0666666666666666;80.8080808080808;0.8695652173913044;0.1112429773064349;0.0066;0.15;0.0825;0.01;01.Jän;0.107;251921840.969;628050649610.28;0.0004011170773015;1;1;lll;363089104673.276;1.0;1.0;1.0;0.0;0.0;3.0
tc100;208;8.333333333333334;0.0;340.13605442176873;div0;0.0066;0.0066;0.12;0.0245;0.0;1.421;0.065;681907751.834;1397329252509.649;0.0004880079269859;1;1;lll;-406189498226.0929;1.0;0.0;1.0;1.0;0.0;3.0
tc100;209;4.3478260869565215;0.3478260869565217;202.22446916076845;0.8130081300813008;0.1297154075525407;0.0089739130434782;0.23;0.0215;0.08;1.0;0.206;147068660.182;805274646380.345;0.0001826316783262;7;61;lll;185865107903.21106;0.0;1.0;0.0;0.0;1.0;2.0
tc100;20;7.142857142857142;0.2857142857142857;751.8796992481202;0.8771929824561403;0.0781482108377591;0.0032571428571428;0.14;0.0095;0.04;1.0;0.104;303596317.446;1502925682673.161;0.0002020035461141;1;1;lll;-511785928389.60486;1.0;0.0;1.0;1.0;1.0;4.0
tc100;210;3.333333333333333;0.0;85.47008547008548;div0;0.0032571428571428;0.0032571428571428;0.3;0.039;0.0;1.115;0.063;461279570.113;1678916108347.569;0.0002747484331227;1;1;lll;-687776354064.0131;1.0;0.0;1.0;1.0;0.0;3.0
tc100;211;8.333333333333334;0.2916666666666667;555.5555555555557;0.8928571428571428;0.0992156741649221;0.00525;0.12;0.015;0.035;1.029;0.09;300155470.729;906578912173.747;0.0003310858731638;1;1;lll;84560842109.80908;1.0;1.0;1.0;1.0;1.0;5.0
tc100;212;7.142857142857142;0.5714285714285714;242.13075060532688;0.8771929824561403;0.1947525903000302;0.0202285714285714;0.14;0.0295;0.08;1.002;0.203;136628379.437;392292424949.559;0.0003482819721909;1;3;llh;598847329333.9971;;;;;;
tc100;213;4.3478260869565215;0.2391304347826086;235.01762632197412;0.8130081300813008;0.0997687543664151;0.0053086956521739;0.23;0.0185;0.055;1.0;0.146;206167472.477;1048853876293.62;0.0001965645330935;1;3;lll;-57714122010.063965;0.0;0.0;1.0;1.0;1.0;3.0
tc100;214;Jun.25;0.5;265.9574468085106;0.8620689655172414;0.162596125415091;0.0141;0.16;0.0235;0.08;1.0;0.202;143517301.936;528992175738.425;0.0002713032602715;1;5;lll;462147578545.13104;0.0;1.0;0.0;0.0;1.0;2.0
tc100;215;11.11111111111111;0.3888888888888889;352.7336860670194;0.9174311926605504;0.1660195771588399;0.0147;0.09;0.0315;0.035;1.101;0.121;218867878.753;328147662270.322;0.0006669798505914;1;1;ell;662992092013.234;;;;;;
tc100;216;7.692307692307692;0.423076923076923;569.8005698005697;0.8849557522123894;0.1133620815725502;0.0068538461538461;0.13;0.0135;0.055;1.0;0.138;214446981.709;784525790424.015;0.0002733459936264;1;1;lll;206613963859.54102;0.0;1.0;1.0;0.0;1.0;3.0
tc100;217;14.285714285714285;0.0;549.4505494505495;div0;0.0068538461538461;0.0068538461538461;0.07;0.026;0.0;1.438;0.088;504754466.735;549287972860.374;0.0009189250296279;1;1;hll;441851781423.182;;;;;;
tc100;218;6.666666666666667;0.0;430.1075268817205;div0;0.0068538461538461;0.0068538461538461;0.15;0.0155;0.0;1.455;0.055;1002080392.564;3038677596968.383;0.0003297751606039;1;1;lll;-2047537842684.8267;1.0;0.0;1.0;1.0;0.0;3.0
tc100;219;8.333333333333334;0.4583333333333333;333.3333333333333;0.8928571428571428;0.1605654072333141;0.01375;0.12;0.025;0.055;1.019;0.142;185926378.023;442832146531.914;0.0004198574549727;1;1;lll;548307607751.642;0.0;1.0;1.0;0.0;1.0;3.0
tc100;21;3.333333333333333;0.1333333333333333;392.156862745098;0.7692307692307692;0.0504975246918103;0.00136;0.3;0.0085;0.04;1.0;0.12;292649251.914;2969055347530.188;9.856645217390125e-05;3;21;lll;-1977915593246.6318;1.0;0.0;0.0;1.0;1.0;3.0
tc100;220;8.333333333333334;0.2916666666666667;354.6099290780142;0.8928571428571428;0.1241848420701979;0.008225;0.12;0.0235;0.035;1.061;0.102;259411257.238;607552285473.386;0.0004269776666807;1;1;lll;383587468810.17004;1.0;1.0;1.0;0.0;0.0;3.0
tc100;221;14.285714285714285;0.3571428571428571;634.9206349206349;0.9345794392523364;0.1344632185501192;0.0096428571428571;0.07;0.0225;0.025;1.184;0.103;287061273.253;363142011361.952;0.0007904931521868;1;1;hll;627997742921.604;;;;;;
tc100;222;8.333333333333334;0.0833333333333333;694.4444444444445;0.8928571428571428;0.0474341649025256;0.0012;0.12;0.012;0.01;1.297;0.057;696283685.186;2226907396121.647;0.0003126684506049;1;1;lll;-1235767641838.0908;1.0;0.0;1.0;1.0;0.0;3.0
tc100;223;8.333333333333334;0.0416666666666666;273.224043715847;0.8928571428571428;0.0534731240905185;0.0015249999999999;0.12;0.0305;0.005;1.299;0.074;468455836.603;901187593596.079;0.0005198205567097;1;1;lll;89952160687.47705;1.0;1.0;1.0;1.0;0.0;4.0
tc100;224;16.666666666666668;0.1666666666666666;555.5555555555557;0.9433962264150942;0.1060660171779821;0.0059999999999999;0.06;0.03;0.01;1.305;0.109;314275575.962;279969750358.913;0.0011225340436211;1;1;hll;711170003924.6431;;;;;;
tc100;225;4.545454545454546;0.3636363636363637;113.63636363636364;0.819672131147541;0.1809068067466581;0.0174545454545454;0.22;0.04;0.08;1.001;0.211;135168741.975;705384068570.726;0.0001916243192859;1;9;lll;285755685712.8301;0.0;1.0;0.0;0.0;1.0;2.0
tc100;226;3.333333333333333;0.0333333333333333;138.88888888888889;0.7692307692307692;0.0424264068711928;0.0009599999999999;0.3;0.024;0.01;1.081;0.065;436102964.596;1678771430496.218;0.0002597750692404;1;1;lll;-687631676212.662;1.0;0.0;1.0;1.0;0.0;3.0
tc100;227;4.3478260869565215;0.1521739130434782;457.66590389016017;0.8130081300813008;0.0570325993735543;0.0017347826086956;0.23;0.0095;0.035;1.0;0.103;315726457.232;1981188943082.552;0.0001593621135098;1;11;lll;-990049188798.996;1.0;0.0;0.0;1.0;1.0;3.0
tc100;228;14.285714285714285;1.1428571428571428;297.6190476190476;0.9345794392523364;0.3513240262614719;0.0658285714285714;0.07;0.048;0.08;1.033;0.23;109373800.433;121846693201.094;0.0008976345402537;1;3;hlh;869293061082.462;;;;;;
tc100;229;4.545454545454546;0.0454545454545454;211.416490486258;0.819672131147541;0.0468920423564983;0.0011727272727272;0.22;0.0215;0.01;Jän.15;0.062;493511724.344;1717972939745.141;0.0002872639684401;1;1;lll;-726833185461.5851;1.0;0.0;1.0;1.0;0.0;3.0
tc100;22;16.666666666666668;0.5833333333333335;2380.952380952381;0.9433962264150942;0.095851447563404;0.0049;0.06;0.007;0.035;1.022;0.079;350178708.911;994227051699.245;0.0003522120106393;1;1;hhh;-3087297415.688965;;;;;;
tc100;230;7.692307692307692;0.2692307692307692;165.42597187758477;0.8849557522123894;0.1678340526555002;0.0150230769230769;0.13;0.0465;0.035;1.072;0.127;205676296.064;444096977243.252;0.0004631337446625;1;1;lll;547042777040.304;0.0;1.0;1.0;0.0;0.0;2.0
tc100;231;14.285714285714285;0.5714285714285714;280.11204481792714;0.9345794392523364;0.2560691870792512;0.0349714285714285;0.07;0.051;0.04;1.102;0.167;154265295.644;158388638221.413;0.0009739669295492;1;3;hlh;832751116062.1431;;;;;;
tc100;232;10.0;0.0;370.3703703703704;div0;0.0349714285714285;0.0349714285714285;0.1;0.027;0.0;1.412;0.074;574526561.693;915321578317.351;0.0006276772833752;1;1;lll;75818175966.20508;1.0;1.0;1.0;1.0;0.0;4.0
tc100;233;20.0;0.5;366.9724770642202;0.9523809523809523;0.2476136102882876;0.0327;0.05;0.0545;0.025;1.165;0.177;153485108.072;101626082450.686;0.0015102924797527;1;1;hll;889513671832.87;;;;;;
tc100;234;14.285714285714285;1.1428571428571428;453.5147392290249;0.9345794392523364;0.2846049894151541;0.0432;0.07;0.0315;0.08;1.021;0.207;123361389.083;150934978111.805;0.0008173147843279;1;3;hlh;840204776171.751;;;;;;
tc100;235;4.545454545454546;0.25;206.6115702479339;0.819672131147541;0.1112429773064349;0.0065999999999999;0.22;0.022;0.055;1.001;0.145;199728606.197;909296657909.607;0.0002196517544188;1;3;lll;81843096373.94897;0.0;1.0;1.0;0.0;1.0;3.0
tc100;236;14.285714285714285;0.8571428571428571;840.3361344537814;0.9345794392523364;0.1810682586366652;0.0174857142857142;0.07;0.017;0.06;1.017;0.146;179065478.353;287382463800.899;0.0006230911795545;1;1;hlh;703757290482.657;;;;;;
tc100;237;11.11111111111111;0.4444444444444444;5555.555555555556;0.9174311926605504;0.0447213595499957;0.0010666666666666;0.09;0.002;0.04;1.054;0.098;2216592552.709;79094454618369.19;2.802462654814501e-05;49;49;ehl;-78103314864085.62;;;;;;
tc100;238;14.285714285714285;1.1428571428571428;621.1180124223603;0.9345794392523364;0.2431930450133332;0.0315428571428571;0.07;0.023;0.08;1.009;0.197;132998951.149;185158273461.069;0.0007182987217525;1;3;hlh;805981480822.487;;;;;;
tc100;239;3.333333333333333;0.1333333333333333;266.6666666666667;0.7692307692307692;0.0612372435695794;0.002;0.3;0.0125;0.04;1.0;0.116;281253627.987;2368489050002.12;0.000118748122558;3;19;lll;-1377349295718.564;1.0;0.0;0.0;1.0;1.0;3.0
tc100;23;7.692307692307692;0.423076923076923;1923.0769230769229;0.8849557522123894;0.0617065013405581;0.0020307692307692;0.13;0.004;0.055;1.0;0.152;305658174.529;5189964979430.192;5.889407264604669e-05;31;71;lhl;-4198825225146.636;;;;;;
tc100;240;3.333333333333333;0.2666666666666666;3333.333333333333;0.7692307692307692;0.0244948974278317;0.00032;0.3;0.001;0.08;0.817;;4337856404.855;163164415526105.94;2.6585799304756816e-05;33;33;lhl;-162173275771822.38;;;;;;
tc100;241;11.11111111111111;0.0555555555555555;462.9629629629629;0.9174311926605504;0.0547722557505166;0.0015999999999999;0.09;0.024;0.005;1.368;0.078;507871493.63;772919325089.682;0.0006570821522298;1;1;ell;218220429193.87402;;;;;;
tc100;242;8.333333333333334;0.0416666666666666;666.6666666666666;0.8928571428571428;0.0342326598440728;0.000625;0.12;0.0125;0.005;01.Apr;0.055;873891364.258;2667758714521.141;0.0003275751137092;1;1;lll;-1676618960237.585;1.0;0.0;1.0;1.0;0.0;3.0
tc100;243;6.666666666666667;0.0;261.43790849673206;div0;0.000625;0.000625;0.15;0.0255;0.0;1.395;0.058;723936763.279;1880966809069.525;0.0003848748206445;1;1;lll;-889827054785.9689;1.0;0.0;1.0;1.0;0.0;3.0
tc100;244;10.0;0.35;454.54545454545456;0.9090909090909091;0.1316244658108818;0.0092399999999999;0.1;0.022;0.035;1.076;0.103;257221040.708;504605384984.911;0.0005097469197949;1;1;lll;486534369298.645;1.0;1.0;1.0;0.0;0.0;3.0
tc100;245;11.11111111111111;0.1111111111111111;419.2872117400419;0.9174311926605504;0.0813941029804985;0.0035333333333333;0.09;0.0265;0.01;1.287;0.085;401753074.391;595244158268.418;0.000674938290129;1;1;ell;395895596015.13806;;;;;;
tc100;246;20.0;0.7000000000000001;754.7169811320755;0.9523809523809523;0.2042975770781435;0.02226;0.05;0.0265;0.035;1.158;0.137;203785768.045;166744605834.611;0.001222143091376;1;1;hlh;824395148448.9451;;;;;;
tc100;247;4.3478260869565215;0.0434782608695652;1739.1304347826083;0.8130081300813008;0.0156385810542806;0.0001304347826086;0.23;0.0025;0.01;1.232;0.051;7108272491.61;138897400395140.06;5.117642570262757e-05;1;1;lhl;-137906260640856.5;;;;;;
tc100;248;10.0;0.8;333.33333333333337;0.9090909090909091;0.232379000772445;0.0287999999999999;0.1;0.03;0.08;1.008;0.202;131168438.279;248218206874.554;0.0005284400364123;1;3;llh;742921547409.0021;;;;;;
tc100;249;8.333333333333334;0.2916666666666667;83.33333333333333;0.8928571428571428;0.25617376914899;0.035;0.12;0.1;0.035;1.052;0.178;148793366.494;304031450389.447;0.0004894012323508;1;1;lll;687108303894.109;0.0;1.0;1.0;0.0;0.0;2.0
tc100;24;4.3478260869565215;0.0217391304347826;310.5590062111801;0.8130081300813008;0.0261683512796594;0.0003652173913043;0.23;0.014;0.005;1.247;0.054;718921591.38;2934981494737.291;0.0002449492757174;1;1;lll;-1943841740453.7349;1.0;0.0;1.0;1.0;0.0;3.0
tc100;250;7.142857142857142;0.5714285714285714;234.192037470726;0.8771929824561403;0.1980259723225357;0.0209142857142857;0.14;0.0305;0.08;1.002;0.203;135816594.267;386512092009.962;0.0003513902852578;1;3;llh;604627662273.594;;;;;;
tc100;251;20.0;01.Jun;1176.470588235294;0.9523809523809523;0.2473863375370596;0.0326399999999999;0.05;0.017;0.08;1.009;0.192;136592920.931;155975006443.637;0.0008757359531211;1;1;hlh;835164747839.9191;;;;;;
tc100;252;14.285714285714285;0.5714285714285714;607.90273556231;0.9345794392523364;0.1738225696343421;0.0161142857142857;0.07;0.0235;0.04;1.095;0.123;215583907.781;275970010806.276;0.0007811859960839;1;1;hlh;715169743477.28;;;;;;
tc100;253;6.666666666666667;0.0;459.7701149425287;div0;0.0161142857142857;0.0161142857142857;0.15;0.0145;0.0;1.463;0.054;1059076908.633;3347482240118.147;0.0003163801426458;1;1;lll;-2356342485834.591;1.0;0.0;1.0;1.0;0.0;3.0
tc100;254;4.545454545454546;0.25;826.4462809917356;0.819672131147541;0.0556214886532174;0.0016499999999999;0.22;0.0055;0.055;1.0;0.159;297412981.747;6625627580934.079;4.4888273316604186e-05;41;85;lll;-5634487826650.523;0.0;0.0;0.0;1.0;1.0;2.0
tc100;255;Jun.25;0.5;66.48936170212765;0.8620689655172414;0.325192250830182;0.0564;0.16;0.094;0.08;1.018;0.251;109360274.425;351526195168.94;0.0003111013515577;1;7;lll;639613559114.616;0.0;1.0;0.0;0.0;1.0;2.0
tc100;256;16.666666666666668;0.0;724.6376811594204;div0;0.0564;0.0564;0.06;0.023;0.0;1.472;0.09;532067323.908;523539762741.836;0.0010162882779361;1;1;hll;467599991541.72003;;;;;;
tc100;257;11.11111111111111;0.6666666666666666;111.1111111111111;0.9174311926605504;0.3872983346207417;0.0799999999999999;0.09;0.1;0.06;1.041;0.244;106282340.988;159185101278.48;0.000667665127794;1;3;elh;831954653005.076;;;;;;
tc100;258;4.545454545454546;0.2727272727272727;1298.7012987012988;0.819672131147541;0.0463435785489993;0.0011454545454545;0.22;0.0035;0.06;0.97;0.198;2392484138.143;131737371793318.05;1.8161013124632197e-05;63;63;lll;-130746232039034.48;0.0;0.0;0.0;1.0;0.0;1.0
tc100;259;8.333333333333334;0.4583333333333333;147.49262536873158;0.8928571428571428;0.2413827355052552;0.031075;0.12;0.0565;0.055;1.041;0.175;147452795.815;298025211501.873;0.0004947661812634;1;3;lll;693114542781.6831;0.0;1.0;1.0;0.0;1.0;3.0
tc100;25;4.545454545454546;0.0227272727272727;68.35269993164731;0.819672131147541;0.0583143908638183;0.0018136363636363;0.22;0.0665;0.005;1.105;0.076;366342603.448;1340409020580.425;0.000273306578681;1;1;lll;-349269266296.869;1.0;0.0;1.0;1.0;0.0;3.0
tc100;260;Jun.25;0.0;284.0909090909091;div0;0.0018136363636363;0.0018136363636363;0.16;0.022;0.0;1.393;0.057;771935120.62;2118522203587.215;0.0003643743357104;1;1;lll;-1127382449303.6592;1.0;0.0;1.0;1.0;0.0;3.0
tc100;261;Jun.25;0.5;595.2380952380952;0.8620689655172414;0.1086853255964208;0.0063;0.16;0.0105;0.08;1.0;0.205;158674380.207;822704555049.736;0.0001928692131738;7;65;lll;168435199233.82007;0.0;1.0;0.0;0.0;1.0;2.0
tc100;262;Jun.25;0.375;156.25;0.8620689655172414;0.1837117307087383;0.018;0.16;0.04;0.06;1.019;0.165;162228443.985;486989368146.245;0.0003331252273587;1;3;lll;504150386137.31104;0.0;1.0;1.0;0.0;1.0;3.0
tc100;263;6.666666666666667;0.2333333333333333;666.6666666666666;0.8695652173913044;0.0724568837309472;0.0028;0.15;0.01;0.035;1.001;0.091;333430378.789;1633187694775.247;0.0002041592523968;1;1;lll;-642047940491.691;1.0;0.0;1.0;1.0;1.0;4.0
tc100;264;4.545454545454546;0.2727272727272727;202.02020202020205;0.819672131147541;0.117502417770096;0.0073636363636363;0.22;0.0225;0.06;1.0;0.157;185378654.155;846273211709.702;0.0002190529625538;1;3;lll;144866542573.854;0.0;1.0;1.0;0.0;1.0;3.0
tc100;265;4.545454545454546;0.1818181818181818;197.62845849802372;0.819672131147541;0.0970004686024294;0.0050181818181818;0.22;0.023;0.04;1.013;0.111;252669287.352;1110439323154.815;0.0002275399313437;1;3;lll;-119299568871.25891;1.0;0.0;1.0;1.0;1.0;4.0
tc100;266;7.142857142857142;0.2857142857142857;340.1360544217687;0.8771929824561403;0.1161895003862225;0.0071999999999999;0.14;0.021;0.04;1.027;0.106;251013656.486;746618250992.704;0.0003362008042962;1;1;lll;244521503290.85205;1.0;1.0;1.0;0.0;1.0;4.0
tc100;267;10.0;0.35;338.98305084745766;0.9090909090909091;0.1524180107467618;0.01239;0.1;0.0295;0.035;1.089;0.115;230224662.527;399084940033.354;0.0005768813589101;1;1;lll;592054814250.202;1.0;1.0;1.0;0.0;0.0;3.0
tc100;268;4.3478260869565215;0.2391304347826086;1449.2753623188405;0.8130081300813008;0.0401762421685081;0.0008608695652173;0.23;0.003;0.055;0.966;0.17;2799578729.695;139807873822754.28;2.0024471105570577e-05;61;61;lhl;-138816734068470.72;;;;;;
tc100;269;7.142857142857142;0.0714285714285714;310.55900621118013;0.8771929824561403;0.0607982612533333;0.0019714285714285;0.14;0.023;0.01;Jän.25;0.066;508680201.303;1325296080276.377;0.0003838238178422;1;1;lll;-334156325992.8209;1.0;0.0;1.0;1.0;0.0;3.0
tc100;26;4.3478260869565215;0.1739130434782608;59.55926146515783;0.8130081300813008;0.1690124770284855;0.0152347826086956;0.23;0.073;0.04;1.029;0.147;188557939.336;777679960236.405;0.0002424621296383;1;3;lll;213459794047.151;0.0;1.0;1.0;0.0;1.0;3.0
tc100;270;20.0;01.Jun;300.7518796992481;0.9523809523809523;0.4892851929090027;0.12768;0.05;0.0665;0.08;01.Mai;0.279;88912967.974;65082974263.9;0.0013661478901298;1;3;hlh;926056780019.656;;;;;;
tc100;271;20.0;0.2;2105.263157894737;0.9523809523809523;0.0653834841531101;0.00228;0.05;0.0095;0.01;1.429;0.073;687979191.74;1163012116387.053;0.0005915494619929;1;1;hhl;-171872362103.49695;;;;;;
tc100;272;3.333333333333333;0.0333333333333333;96.61835748792272;0.7692307692307692;0.0508674748734395;0.00138;0.3;0.0345;0.01;1.072;0.072;389746367.015;1612448504554.752;0.0002417108924186;1;1;lll;-621308750271.1959;1.0;0.0;1.0;1.0;0.0;3.0
