,test #,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,pressure_max_peak_idx,norm_RT,PR_apr_a,norm_transformed_PR,norm_Eng_p,norm_Eng_s,RT_min,RT_apr_a,norm_RT_ref,PR_apr_b,norm_Eng_combined,R1,R2,R3,kp,ki,kd,ess_step,IAE,ITAE,Warning,mr_rt_vs_pr_f,mr_rt_vs_pr_l,mr_eng_p,mr_kp_rt,mr_kpki,mr_kp_ess,mr_Tn_ess,mr_kd_ki,mr_kp_kd,total_1,total_0,total_na
tc100_def_84,84.0,0.09,0.0545,0.0,1.252,0.104,1.155,0.369,0,0.8867521368,-0.27008,0.696,0.8468799161,0.9605991944,0.051,0.6535947712,0.825,0.4162371992,0.9037395552,777.0,790.0,573.0,11.111,203.872,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_183,183.0,0.22,0.0145,0.005,1.254,0.055,2.793,2.783,0,0.9914529915,-0.29032,0.693,0.5605663346,0.6567220544,0.051,0.9615384615,0.437,0.411150451,0.6086441945,800.0,791.0,789.0,4.545,313.448,0.023,0.82,0.027,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_189,189.0,0.3,0.003,0.06,0.941,0.213,11.322,150.146,21,0.6538461538,0.88038,0.868,0.0,0.0,0.051,0.3816793893,-0.69,0.88038,0.0,775.0,792.0,838.0,3.333,1111.0,0.2,0.769,0.037,0.001,,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,0,2,7
tc100_def_891,891.0,0.14,0.0125,0.01,1.261,0.057,2.598,2.238,0,0.9871794872,-0.36242,0.685,0.5946512847,0.725327291,0.051,0.9433962264,0.452,0.3935797738,0.6599892879,802.0,793.0,790.0,7.143,571.44,0.071,0.877,0.045,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_487,487.0,0.14,0.013,0.01,1.262,0.057,2.566,2.173,0,0.9871794872,-0.37288,0.684,0.6002447125,0.733509567,0.051,0.9433962264,0.452,0.391099994,0.6668771397,803.0,794.0,791.0,7.143,549.462,0.071,0.877,0.046,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_434,434.0,0.15,0.002,0.06,0.943,0.235,13.706,146.928,17,0.6068376068,0.88502,0.871,0.0,0.0,0.051,0.3521126761,-0.865,0.88502,0.0,781.0,795.0,851.0,6.667,3333.5,0.4,0.87,0.042,0.001,,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_475,475.0,0.12,0.037,0.005,1.265,0.08,1.595,0.753,0,0.938034188,-0.4045,0.68,0.7699702849,0.9122608258,0.051,0.7751937984,0.635,0.3837072891,0.8411155553,795.0,796.0,721.0,8.333,225.216,0.042,0.893,0.059,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_489,489.0,0.07,0.039,0.01,1.257,0.114,1.083,0.273,0,0.8653846154,-0.32098,0.69,0.8594651285,0.9726837865,0.051,0.6134969325,0.905,0.4035752281,0.9160744575,787.0,797.0,562.0,14.286,366.308,0.143,0.935,0.112,0.007,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_332,332.0,0.14,0.015,0.01,1.266,0.058,2.465,1.977,0,0.985042735,-0.41512,0.679,0.6178989687,0.7581822759,0.051,0.9345794393,0.46,0.3812587666,0.6880406223,805.0,798.0,793.0,7.143,476.2,0.071,0.877,0.049,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_28,28.0,0.14,0.0165,0.01,1.267,0.059,2.397,1.873,0,0.9829059829,-0.42578,0.678,0.6297850026,0.7712739174,0.051,0.9259259259,0.468,0.3788181821,0.70052946,806.0,799.0,792.0,7.143,432.909,0.071,0.877,0.051,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_1,1.0,0.3,0.002,0.055,0.93,0.24,14.621,157.392,15,0.5961538462,0.852,0.855,0.0,0.0,0.051,0.3460207612,-0.905,0.852,0.0,790.0,800.0,858.0,3.333,1666.5,0.183,0.769,0.029,0.0,,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_857,857.0,0.13,0.0015,0.06,0.926,0.25,15.603,152.149,19,0.5747863248,0.84048,0.85,0.0,0.0,0.051,0.3344481605,-0.984,0.84048,0.0,793.0,801.0,868.0,7.692,5128.0,0.462,0.885,0.039,0.001,,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_101,101.0,0.12,0.0225,0.01,1.272,0.07,1.939,1.1,0,0.9594017094,-0.47968,0.671,0.7098409369,0.8685800604,0.051,0.8403361345,0.556,0.36673598,0.7892104987,804.0,802.0,773.0,8.333,370.356,0.083,0.893,0.065,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_85,85.0,0.12,0.001,0.055,0.922,0.269,18.276,158.345,19,0.5341880342,0.82832,0.845,0.0,0.0,0.051,0.3144654088,-1.135,0.82832,0.0,798.0,803.0,879.0,8.333,8333.0,0.458,0.893,0.032,0.001,,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_524,524.0,0.09,0.051,0.0,1.267,0.101,1.218,0.388,0,0.8931623932,-0.42578,0.678,0.8358678553,0.9582074522,0.051,0.6666666667,0.802,0.3788181821,0.8970376537,797.0,804.0,662.0,11.111,217.863,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_181,181.0,0.07,0.0465,0.005,1.263,0.118,1.04,0.251,0,0.8568376068,-0.38338,0.682,0.866981297,0.9754531722,0.051,0.5988023952,0.937,0.3886279527,0.9212172346,794.0,805.0,568.0,14.286,307.226,0.071,0.935,0.086,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_77,77.0,0.09,0.0305,0.01,1.27,0.09,1.431,0.515,0,0.9166666667,-0.458,0.674,0.798636602,0.9422205438,0.051,0.7194244604,0.714,0.3715445323,0.8704285729,799.0,806.0,704.0,11.111,364.295,0.111,0.917,0.087,0.004,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_742,742.0,0.16,0.029,0.005,1.277,0.063,2.141,1.499,0,0.9743589744,-0.53458,0.665,0.6745324244,0.8183534743,0.051,0.8928571429,0.5,0.3548590802,0.7464429494,812.0,807.0,799.0,6.25,215.517,0.031,0.862,0.045,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_863,863.0,0.14,0.0315,0.005,1.278,0.069,1.913,1.121,0,0.9615384615,-0.54568,0.664,0.7143855969,0.8659365559,0.051,0.8474576271,0.548,0.352508803,0.7901610764,810.0,808.0,786.0,7.143,226.762,0.036,0.877,0.05,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_330,330.0,0.15,0.042,0.0,1.278,0.07,1.872,1.112,0,0.9594017094,-0.54568,0.664,0.7215521762,0.8670694864,0.051,0.8403361345,0.556,0.352508803,0.7943108313,809.0,809.0,784.0,6.667,158.738,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_965,965.0,0.13,0.0025,0.08,0.923,0.348,11.165,138.614,29,0.3653846154,0.83142,0.847,0.0,0.0,0.051,0.2518891688,-1.762,0.83142,0.0,811.0,810.0,906.0,7.692,3076.8,0.615,0.885,0.059,0.002,,n/a,0,n/a,n/a,n/a,n/a,n/a,0,n/a,0,2,7
tc100_def_977,977.0,0.13,0.0185,0.01,1.279,0.062,2.255,1.555,0,0.9764957265,-0.55682,0.663,0.6546058381,0.8113041289,0.051,0.9009009009,0.492,0.3501669867,0.7329549835,814.0,811.0,802.0,7.692,415.784,0.077,0.885,0.057,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_170,170.0,0.12,0.021,0.01,1.279,0.068,2.031,1.193,0,0.9636752137,-0.55682,0.663,0.6937598322,0.8568731118,0.051,0.8547008547,0.54,0.3501669867,0.775316472,813.0,812.0,788.0,8.333,396.81,0.083,0.893,0.063,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_57,57.0,0.13,0.0055,0.01,1.257,0.052,3.492,5.483,0,0.9978632479,-0.32098,0.69,0.4383848977,0.3168429003,0.051,0.9900990099,0.413,0.4035752281,0.377613899,819.0,813.0,816.0,7.692,1398.545,0.077,0.885,0.031,0.001,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_71,71.0,0.1,0.002,0.08,0.914,0.369,12.473,139.982,16,0.3205128205,0.80208,0.836,0.0,0.0,0.051,0.2392344498,-1.929,0.80208,0.0,817.0,814.0,921.0,10.0,5000.0,0.8,0.909,0.06,0.002,,n/a,0,n/a,n/a,n/a,n/a,n/a,0,n/a,0,2,7
tc100_def_547,547.0,0.15,0.004,0.01,1.24,0.052,4.21,10.048,0,0.9978632479,-0.152,0.71,0.3128823632,0.0,0.051,0.9900990099,0.413,0.4473437703,0.1564411816,820.0,815.0,821.0,6.667,1666.75,0.067,0.87,0.024,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_652,652.0,0.07,0.0335,0.01,1.279,0.106,1.212,0.317,0,0.8824786325,-0.55682,0.663,0.836916623,0.9671450151,0.051,0.6451612903,0.841,0.3501669867,0.902030819,808.0,816.0,687.0,14.286,426.448,0.143,0.935,0.104,0.006,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_527,527.0,0.06,0.0525,0.0,1.276,0.131,0.944,0.186,0,0.8290598291,-0.52352,0.667,0.8837615801,0.9836354481,0.051,0.5555555556,-0.04,0.3572177793,0.9336985141,807.0,817.0,824.0,16.667,317.467,,,,,"Warning: Tv is zero, Kd cannot be computed.",n/a,0,1,0,n/a,0,n/a,n/a,n/a,1,3,5
tc100_def_506,506.0,0.15,0.04,0.0,1.289,0.069,1.944,1.16,0,0.9615384615,-0.67042,0.651,0.7089669638,0.8610271903,0.051,0.8474576271,0.548,0.3272222725,0.7849970771,818.0,818.0,803.0,6.667,166.675,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_245,245.0,0.09,0.0265,0.01,1.287,0.085,1.58,0.601,0,0.9273504274,-0.64738,0.653,0.7725922042,0.9313947633,0.051,0.7462686567,0.675,0.3317415134,0.8519934838,816.0,819.0,771.0,11.111,419.283,0.111,0.917,0.081,0.004,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_713,713.0,0.3,0.0035,0.08,0.904,0.519,9.857,149.616,20,0.0,0.76568,0.824,0.0,0.0,0.051,0.176056338,-3.119,0.76568,0.0,840.0,820.0,955.0,3.333,952.286,0.267,0.769,0.046,0.001,,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,0,2,7
tc100_def_820,820.0,0.3,0.0175,0.0,1.282,0.053,3.131,3.455,0,0.9957264957,-0.59048,0.659,0.5014857542,0.5721299094,0.051,0.9803921569,0.421,0.3431926855,0.5368078318,825.0,821.0,825.0,3.333,190.457,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_247,247.0,0.23,0.0025,0.01,1.232,0.051,27.954,140.139,0,1.0,-0.07648,0.72,0.0,0.0,0.051,1.0,0.405,0.4686012358,0.0,827.0,822.0,832.0,4.348,1739.2,0.043,0.813,0.016,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_174,174.0,0.22,0.0105,0.005,1.28,0.053,3.342,4.297,0,0.9957264957,-0.568,0.662,0.4646040902,0.4661379658,0.051,0.9803921569,0.421,0.3478336701,0.465371028,832.0,823.0,833.0,4.545,432.857,0.023,0.82,0.023,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_697,697.0,0.05,0.037,0.01,1.284,0.132,0.969,0.168,0,0.8269230769,-0.61312,0.657,0.8793917147,0.9859013092,0.051,0.5524861878,-0.048,0.3385861419,0.9326465119,815.0,824.0,835.0,20.0,540.541,0.2,0.952,0.129,0.009,,n/a,0,1,0,n/a,1,n/a,n/a,0,2,3,4
tc100_def_605,605.0,0.13,0.0295,0.005,1.297,0.07,1.95,1.067,0,0.9594017094,-0.76418,0.641,0.7079181961,0.872734139,0.051,0.8403361345,0.556,0.3095013251,0.7903261675,822.0,825.0,807.0,7.692,260.746,0.038,0.885,0.051,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_388,388.0,0.12,0.0105,0.01,1.293,0.056,2.844,2.497,0,0.9893162393,-0.71698,0.646,0.5516518091,0.6927240685,0.051,0.9523809524,0.444,0.3182901371,0.6221879388,831.0,826.0,829.0,8.333,793.619,0.083,0.893,0.044,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_223,223.0,0.12,0.0305,0.005,1.299,0.074,1.842,0.909,0,0.9508547009,-0.78802,0.639,0.7267960147,0.8926233635,0.051,0.8130081301,0.587,0.3051611944,0.8097096891,823.0,827.0,806.0,8.333,273.213,0.042,0.893,0.053,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_222,222.0,0.12,0.012,0.01,1.297,0.057,2.738,2.247,0,0.9871794872,-0.76418,0.641,0.5701800385,0.7241943605,0.051,0.9433962264,0.452,0.3095013251,0.6471871995,834.0,828.0,831.0,8.333,694.417,0.083,0.893,0.047,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_444,444.0,0.15,0.026,0.005,1.302,0.062,2.261,1.525,0,0.9764957265,-0.82408,0.635,0.6535570704,0.8150805639,0.051,0.9009009009,0.492,0.2987193843,0.7343188172,833.0,829.0,823.0,6.667,256.423,0.033,0.87,0.044,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_733,733.0,0.16,0.023,0.005,1.302,0.059,2.439,1.797,0,0.9829059829,-0.82408,0.635,0.6224436287,0.7808408862,0.051,0.9259259259,0.468,0.2987193843,0.7016422575,835.0,830.0,830.0,6.25,271.739,0.031,0.862,0.04,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_495,495.0,0.06,0.0315,0.01,1.298,0.112,1.191,0.267,0,0.8696581197,-0.77608,0.64,0.8405873099,0.9734390735,0.051,0.6211180124,0.889,0.3073267162,0.9070131917,821.0,831.0,734.0,16.667,529.111,0.167,0.943,0.109,0.006,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_662,662.0,0.15,0.003,0.01,1.25,0.051,6.758,21.394,0,1.0,-0.25,0.698,0.0,0.0,0.051,1.0,0.405,0.4213526813,0.0,842.0,832.0,840.0,6.667,2222.333,0.067,0.87,0.021,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_389,389.0,0.1,0.02,0.01,1.308,0.072,1.992,0.981,0,0.9551282051,-0.89728,0.628,0.7005768222,0.8835599194,0.051,0.826446281,0.571,0.2860840715,0.7920683708,836.0,833.0,817.0,10.0,500.0,0.1,0.909,0.067,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_282,282.0,0.09,0.0335,0.005,1.307,0.089,1.518,0.522,0,0.9188034188,-0.88498,0.629,0.7834294704,0.9413393756,0.051,0.7246376812,0.706,0.2881668347,0.862384423,830.0,834.0,800.0,11.111,331.672,0.056,0.917,0.065,0.002,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_8,8.0,0.1,0.0195,0.01,1.31,0.072,2.027,1.014,0,0.9551282051,-0.922,0.626,0.6944590107,0.8794058409,0.051,0.826446281,0.571,0.2819464336,0.7869324258,838.0,835.0,820.0,10.0,512.821,0.1,0.909,0.066,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_343,343.0,0.05,0.048,0.0,1.299,0.14,0.919,0.147,0,0.8098290598,-0.78802,0.639,0.8881314456,0.9885448137,0.051,0.5291005291,-0.111,0.3051611944,0.9383381296,824.0,836.0,847.0,20.0,416.667,,,,,"Warning: Tv is zero, Kd cannot be computed.",n/a,0,1,0,n/a,0,n/a,n/a,n/a,1,3,5
tc100_def_224,224.0,0.06,0.03,0.01,1.305,0.109,1.236,0.282,0,0.8760683761,-0.8605,0.632,0.8327215522,0.971550856,0.051,0.6329113924,0.865,0.2923601635,0.9021362041,828.0,837.0,761.0,16.667,555.567,0.167,0.943,0.106,0.006,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_822,822.0,0.05,0.033,0.01,1.302,0.125,1.061,0.191,0,0.8418803419,-0.82408,0.635,0.86331061,0.9830060423,0.051,0.5747126437,0.992,0.2987193843,0.9231583262,826.0,838.0,718.0,20.0,606.061,0.2,0.952,0.122,0.008,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_914,914.0,0.22,0.0085,0.005,1.288,0.052,3.715,5.816,0,0.9978632479,-0.65888,0.652,0.3994056983,0.2749244713,0.051,0.9900990099,0.413,0.3294774872,0.3371650848,847.0,839.0,843.0,4.545,534.706,0.023,0.82,0.021,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_860,860.0,0.3,0.016,0.0,1.3,0.053,3.373,3.991,0,0.9957264957,-0.8,0.638,0.4591854571,0.5046576032,0.051,0.9803921569,0.421,0.3030047834,0.4819215302,846.0,840.0,842.0,3.333,208.312,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_721,721.0,0.09,0.0215,0.01,1.312,0.078,1.833,0.772,0,0.9423076923,-0.94688,0.623,0.7283691662,0.9098690836,0.051,0.7874015748,0.619,0.277846087,0.8191191249,839.0,841.0,815.0,11.111,516.791,0.111,0.917,0.073,0.003,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_645,645.0,0.1,0.0185,0.01,1.314,0.07,2.1,1.086,0,0.9594017094,-0.97192,0.621,0.6816990037,0.8703423968,0.051,0.8403361345,0.556,0.2737831499,0.7760207002,841.0,842.0,828.0,10.0,540.541,0.1,0.909,0.065,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_167,167.0,0.05,0.04,0.005,1.305,0.132,0.992,0.166,0,0.8269230769,-0.8605,0.632,0.8753714386,0.9861530715,0.051,0.5524861878,-0.048,0.2923601635,0.930762255,829.0,843.0,850.0,20.0,500.0,0.1,0.952,0.095,0.005,,n/a,0,1,0,n/a,1,n/a,n/a,0,2,3,4
tc100_def_114,114.0,0.13,0.003,0.01,1.264,0.051,6.207,17.482,0,1.0,-0.39392,0.681,0.0,0.0,0.051,1.0,0.405,0.386163701,0.0,849.0,844.0,852.0,7.692,2564.0,0.077,0.885,0.023,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_959,959.0,0.16,0.017,0.005,1.318,0.057,2.767,2.178,0,0.9871794872,-1.02248,0.616,0.5651109946,0.7328801611,0.051,0.9433962264,0.452,0.2657699243,0.6489955779,848.0,845.0,845.0,6.25,367.647,0.031,0.862,0.035,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_366,366.0,0.22,0.021,0.0,1.317,0.056,2.878,2.395,0,0.9893162393,-1.00978,0.617,0.5457087922,0.7055639476,0.051,0.9523809524,0.444,0.2677591197,0.6256363699,850.0,846.0,846.0,4.545,216.429,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_364,364.0,0.05,0.039,0.005,1.31,0.131,1.014,0.171,0,0.8290598291,-0.922,0.626,0.871525957,0.9855236657,0.051,0.5555555556,-0.04,0.2819464336,0.9285248113,837.0,847.0,856.0,20.0,512.821,0.1,0.952,0.094,0.005,,n/a,0,1,0,n/a,1,n/a,n/a,0,2,3,4
tc100_def_777,777.0,0.14,0.002,0.01,1.27,0.051,32.649,136.26,0,1.0,-0.458,0.674,0.0,0.0,0.051,1.0,0.405,0.3715445323,0.0,852.5,848.5,859.5,7.143,3571.5,0.071,0.877,0.018,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_290,290.0,0.22,0.001,0.01,1.27,0.051,42.712,160.314,0,1.0,-0.458,0.674,0.0,0.0,0.051,1.0,0.405,0.3715445323,0.0,852.5,848.5,859.5,4.545,4545.0,0.045,0.82,0.01,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_595,595.0,0.23,0.0195,0.0,1.319,0.055,3.009,2.651,0,0.9914529915,-1.03522,0.615,0.5228106974,0.6733383686,0.051,0.9615384615,0.437,0.2637901542,0.598074533,851.0,850.0,854.0,4.348,222.974,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_917,917.0,0.07,0.0245,0.01,1.321,0.093,1.53,0.455,0,0.9102564103,-1.06082,0.612,0.781331935,0.9497734139,0.051,0.7042253521,0.738,0.2598589286,0.8655526744,844.0,851.0,812.0,14.286,583.102,0.143,0.935,0.089,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_123,123.0,0.05,0.0295,0.01,1.319,0.119,1.159,0.218,0,0.8547008547,-1.03522,0.615,0.8461807376,0.9796072508,0.051,0.5952380952,0.944,0.2637901542,0.9128939942,843.0,852.0,782.0,20.0,677.966,0.2,0.952,0.115,0.007,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_877,877.0,0.06,0.0265,0.01,1.323,0.104,1.36,0.328,0,0.8867521368,-1.08658,0.61,0.8110470198,0.9657603223,0.051,0.6535947712,0.825,0.2559655139,0.888403671,845.0,853.0,805.0,16.667,628.943,0.167,0.943,0.1,0.005,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_104,104.0,0.14,0.0015,0.01,1.278,0.051,42.286,152.99,0,1.0,-0.54568,0.664,0.0,0.0,0.051,1.0,0.405,0.352508803,0.0,860.0,854.0,866.0,7.143,4762.0,0.071,0.877,0.016,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_748,748.0,0.13,0.024,0.005,1.33,0.065,2.281,1.35,0,0.9700854701,-1.178,0.601,0.6500611781,0.8371097684,0.051,0.8771929825,0.516,0.2426371096,0.7435854732,854.0,855.0,844.0,7.692,320.5,0.038,0.885,0.046,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_331,331.0,0.1,0.014,0.01,1.33,0.063,2.517,1.597,0,0.9743589744,-1.178,0.601,0.6088096487,0.8060171198,0.051,0.8928571429,0.5,0.2426371096,0.7074133843,857.0,856.0,849.0,10.0,714.286,0.1,0.909,0.056,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_897,897.0,0.09,0.017,0.01,1.334,0.071,2.159,1.054,0,0.9572649573,-1.23112,0.597,0.6713861213,0.8743705942,0.051,0.8333333333,0.563,0.2352298154,0.7728783577,858.0,857.0,841.0,11.111,653.588,0.111,0.917,0.065,0.002,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_798,798.0,0.09,0.016,0.01,1.337,0.069,2.245,1.146,0,0.9615384615,-1.27138,0.593,0.6563537843,0.8627895267,0.051,0.8474576271,0.548,0.2297741662,0.7595716555,861.0,858.0,848.0,11.111,694.438,0.111,0.917,0.063,0.002,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_987,987.0,0.13,0.0225,0.005,1.339,0.063,2.395,1.463,0,0.9743589744,-1.29842,0.591,0.6301345919,0.8228851964,0.051,0.8928571429,0.5,0.2261845967,0.7265098941,863.0,859.0,862.0,7.692,341.867,0.038,0.885,0.044,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_766,766.0,0.12,0.024,0.005,1.339,0.068,2.217,1.198,0,0.9636752137,-1.29842,0.591,0.6612480336,0.8562437059,0.051,0.8547008547,0.54,0.2261845967,0.7587458698,862.0,860.0,853.0,8.333,347.208,0.042,0.893,0.047,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_927,927.0,0.06,0.024,0.01,1.336,0.099,1.467,0.373,0,0.8974358974,-1.25792,0.594,0.7923439958,0.9600956697,0.051,0.6756756757,0.786,0.2315832088,0.8762198327,856.0,861.0,822.0,16.667,694.458,0.167,0.943,0.095,0.005,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_735,735.0,0.09,0.0035,0.01,1.303,0.052,4.442,8.259,0,0.9978632479,-0.83618,0.634,0.2723300122,0.0,0.051,0.9900990099,0.413,0.2965904396,0.1361650061,867.0,862.0,875.0,11.111,3174.571,0.111,0.917,0.03,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_89,89.0,0.06,0.033,0.005,1.335,0.11,1.28,0.278,0,0.8739316239,-1.2445,0.595,0.8250305891,0.9720543807,0.051,0.6289308176,0.873,0.2334017584,0.8985424849,855.0,863.0,813.0,16.667,505.061,0.083,0.943,0.079,0.003,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_464,464.0,0.16,0.0315,0.0,1.342,0.061,2.439,1.633,0,0.9786324786,-1.33928,0.587,0.6224436287,0.8014853978,0.051,0.9090909091,0.484,0.2208714976,0.7119645133,866.0,864.0,867.0,6.25,198.413,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_86,86.0,0.13,0.022,0.005,1.342,0.063,2.435,1.505,0,0.9743589744,-1.33928,0.587,0.6231428072,0.8175981873,0.051,0.8928571429,0.5,0.2208714976,0.7203704973,865.0,865.0,864.0,7.692,349.636,0.038,0.885,0.044,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_465,465.0,0.3,0.014,0.0,1.325,0.052,3.768,4.996,0,0.9978632479,-1.1125,0.607,0.3901415836,0.3781470292,0.051,0.9900990099,0.413,0.2521099709,0.3841443064,869.0,866.0,880.0,3.333,238.071,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_324,324.0,0.05,0.026,0.01,1.337,0.112,1.281,0.256,0,0.8696581197,-1.27138,0.593,0.8248557944,0.9748237664,0.051,0.6211180124,0.889,0.2297741662,0.8998397804,859.0,867.0,814.0,20.0,769.231,0.2,0.952,0.108,0.006,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
